"Région de Bruxelles";"Nom français";"Nom néerlandais";"Type";"Province";"Superficie (km²)";"Population (2008)";"Densité (hab./km²)";"Sections";"Carte"
"Région flamande";"Pepingen";"Pepingen";"Commune";"Brabant flamand";"36,05";"4 390";122;"Pepingen, Bogaarden, Heikruis, Elingen, Beert, Bellingen";
"Région flamande";"Pittem";"Pittem";"Commune";"Flandre-Occidentale";"34,42";"6 685";194;"Pittem, Egem";
"Région flamande";"Poperinge";"Poperinge";"Ville";"Flandre-Occidentale";"119,33";"19 960";167;"Poperinge, Reningelst, Krombeke, Proven, Roesbrugge-Haringe, Watou";
"Région flamande";"Putte";"Putte";"Commune";"Anvers";"34,96";"16 352";468;"Putte, Beerzel, Grasheide, Peulis";
"Région flamande";"Puurs";"Puurs";"Commune";"Anvers";"33,41";"16 538";495;"Puurs, Breendonk, Liezele, Ruisbroek";
"Région flamande";"Ranst";"Ranst";"Commune";"Anvers";"43,58";"18 253";419;"Ranst, Emblem, Oelegem, Broechem";
"Région flamande";"Ravels";"Ravels";"Commune";"Anvers";"94,99";"14 446";152;"Ravels, Weelde, Poppel";
"Région flamande";"Renaix";"Ronse";"Ville";"Flandre-Orientale";"34,48";"25 146";729;"Renaix";
"Région flamande";"Retie";"Retie";"Commune";"Anvers";"48,39";"10 741";222;"Retie";
"Région flamande";"Rhode-Saint-Genèse";"Sint-Genesius-Rode";"Commune";"Brabant flamand";"22,77";"18 029";792;"Sint-Genesius-Rode";
"Région flamande";"Riemst";"Riemst";"Commune";"Limbourg";"57,88";"16 144";279;"Riemst, Genoelselderen, Herderen, Kanne, Membruggen, Millen, Val-Meer, Vlijtingen, Vroenhoven, Zichen-Zussen-Bolder";
"Région flamande";"Rijkevorsel";"Rijkevorsel";"Commune";"Anvers";"46,79";"11 259";241;"Rijkevorsel";
"Région flamande";"Roosdaal";"Roosdaal";"Commune";"Brabant flamand";"21,69";"11 163";515;"Roosdaal, Borchtlombeek, Lombeek-Notre-Dame, Pamel, Strijtem";
"Région flamande";"Rotselaar";"Rotselaar";"Commune";"Brabant flamand";"37,57";"15 524";413;"Rotselaar, Wezemaal, Werchter";
"Région flamande";"Roulers";"Roeselare";"Ville";"Flandre-Occidentale";"59,79";"57 432";961;"Roulers, Beveren, Oekene, Rumbeke";
"Région flamande";"Ruiselede";"Ruiselede";"Commune";"Flandre-Occidentale";"30,2";"5 177";171;"Ruiselede";
"Région flamande";"Rumst";"Rumst";"Commune";"Anvers";"19,9";"14 612";734;"Rumst, Reet, Terhagen";
"Région flamande";"Saint-Amand";"Sint-Amands";"Commune";"Anvers";"15,58";"8 069";518;"Sint-Amands, Lippelo, Oppuurs";
"Région flamande";"Saint-Gilles-Waes";"Sint-Gillis-Waas";"Commune";"Flandre-Orientale";"54,98";"18 501";337;"Saint-Gilles-Waes, De Klinge, Meerdonk, Saint-Paul";
"Région flamande";"Saint-Laurent";"Sint-Laureins";"Commune";"Flandre-Orientale";"74,5";"6 604";89;"Saint-Laurent, Watervliet, Saint-Jean-in-Eremo, Sainte-Marguerite, Waterland-Oudeman";
"Région flamande";"Saint-Nicolas";"Sint-Niklaas";"Ville";"Flandre-Orientale";"83,8";"71 806";857;"Sinaai, Nieuwkerken-Waas, Belsele";
"Région flamande";"Saint-Trond";"Sint-Truiden";"Ville";"Limbourg";"106,9";"39 309";368;"Saint-Trond, Alost, Brustem, Duras, Engelmanshoven, Gelinden, Gorsem, Groot-Gelmen, Halmaal, Kerkom-bij-Sint-Truiden, Ordingen, Runkelen, Velm, Wilderen, Zepperen";
"Région flamande";"Schelle";"Schelle";"Commune";"Anvers";"7,8";"8 104";"1 039";"Schelle";
"Région flamande";"Scherpenheuvel-Zichem";"Scherpenheuvel-Zichem";"Ville";"Brabant flamand";"50,5";"22 553";447;"Scherpenheuvel, Averbode, Zichem, Messelbroek, Testelt";
"Région flamande";"Schilde";"Schilde";"Commune";"Anvers";"35,99";"19 496";542;"Schilde, 's-Gravenwezel";
"Région flamande";"Schoten";"Schoten";"Commune";"Anvers";"29,55";"33 342";"1 128";"Schoten";
"Région flamande";"Stabroek";"Stabroek";"Commune";"Anvers";"21,51";"17 966";835;"Stabroek, Hoevenen";
"Région flamande";"Staden";"Staden";"Commune";"Flandre-Occidentale";"46,24";"11 053";239;"Staden, Oostnieuwkerke, Westrozebeke";
"Région flamande";"Steenokkerzeel";"Steenokkerzeel";"Commune";"Brabant flamand";"23,46";"11 435";487;"Steenokkerzeel, Melsbroek, Perk";
"Région flamande";"Stekene";"Stekene";"Commune";"Flandre-Orientale";"44,8";"17 350";387;"Stekene, Kemzeke";
"Région flamande";"Tamise";"Temse";"Commune";"Flandre-Orientale";"39,92";"28 147";705;"Tamise, Elversele, Steendorp, Tielrode";
"Région flamande";"Termonde";"Dendermonde";"Ville";"Flandre-Orientale";"55,67";"44 095";792;"Termonde, Appels, Baasrode, Grembergen, Mespelare, Oudegem, Schoonaarde, Saint-Gilles-lez-Termonde";
"Région flamande";"Ternat";"Ternat";"Commune";"Brabant flamand";"24,48";"15 006";613;"Ternat, Sint-Katherina-Lombeek, Wambeek";
"Région flamande";"Tervuren";"Tervuren";"Commune";"Brabant flamand";"32,92";"21 165";643;"Tervuren, Duisburg, Vossem";
"Région flamande";"Tessenderlo";"Tessenderlo";"Commune";"Limbourg";"51,35";"17 685";344;"Tessenderlo";
"Région flamande";"Tielt";"Tielt";"Ville";"Flandre-Occidentale";"68,5";"19 647";287;"Tielt, Aarsele, Kanegem, Schuiferskapelle";
"Région flamande";"Tielt-Winge";"Tielt-Winge";"Commune";"Brabant flamand";"44,16";"10 391";235;"Houwaart, Meensel-Kiezegem, Sint-Joris-Winge, Tielt";
"Région flamande";"Tirlemont";"Tienen";"Ville";"Brabant flamand";"71,77";"32 552";454;"Tienen, Bost, Goetsenhoven, Hakendover, Kumtich, Oorbeek, Oplinter, Sint-Margriete-Houtem";
"Région flamande";"Tongres";"Tongeren";"Ville";"Limbourg";"87,56";"30 042";343;"Tongres, Berg, Diets-Heur, Henis, 's Herenelderen, Koninksem, Lauw, Mal, Neerrepen, Nerem, Overrepen, Piringen, Riksingen, Rutten, Sluizen, Vreren, Widooie";
"Région flamande";"Torhout";"Torhout";"Ville";"Flandre-Occidentale";"45,23";"19 885";440;"Torhout";
"Région flamande";"Tremelo";"Tremelo";"Commune";"Brabant flamand";"21,57";"14 367";666;"Tremelo, Baal";
"Région flamande";"Turnhout";"Turnhout";"Ville";"Anvers";"56,06";"40 763";727;"Turnhout";
"Région flamande";"Vieux-Turnhout";"Oud-Turnhout";"Commune";"Anvers";"38,8";"12 872";332;"Oud-Turnhout";
"Région flamande";"Vilvorde";"Vilvoorde";"Ville";"Brabant flamand";"21,48";"39 628";"1 845";"Vilvoorde, Peutie";
"Région flamande";"Vleteren";"Vleteren";"Commune";"Flandre-Occidentale";"38,15";"3 676";96;"Oostvleteren, Westvleteren, Woesten";
"Région flamande";"Vorselaar";"Vorselaar";"Commune";"Anvers";"27,62";"7 526";272;"Vorselaar";
"Région flamande";"Vosselaar";"Vosselaar";"Commune";"Anvers";"11,85";"10 300";869;"Vosselaar";
"Région flamande";"Waarschoot";"Waarschoot";"Commune";"Flandre-Orientale";"21,91";"7 895";360;"Waarschoot";
"Région flamande";"Waasmunster";"Waasmunster";"Commune";"Flandre-Orientale";"31,93";"10 415";326;"Waasmunster";
"Région flamande";"Wachtebeke";"Wachtebeke";"Commune";"Flandre-Orientale";"34,53";"7 068";205;"Wachtebeke";
"Région flamande";"Waregem";"Waregem";"Ville";"Flandre-Occidentale";"44,34";"36 306";819;"Beveren, Desselgem, Vive-Saint-Éloi";
"Région flamande";"Wavre-Sainte-Catherine";"Sint-Katelijne-Waver";"Commune";"Anvers";"36,12";"20 149";558;"Wavre-Saint-Catherine, Wavre-Notre-Dame";
"Région flamande";"Wellen";"Wellen";"Commune";"Limbourg";"26,72";"7 356";275;"Wellen, Berlingen, Herten, Ulbeek";
"Région flamande";"Wemmel";"Wemmel";"Commune";"Brabant flamand";"8,74";"15 156";"1 734";"Wemmel";
"Région flamande";"Wervik";"Wervik";"Ville";"Flandre-Occidentale";"43,61";"18 134";416;"Wervik, Geluwe";
"Région flamande";"Westerlo";"Westerlo";"Commune";"Anvers";"55,13";"23 896";433;"Westerlo, Oevel, Tongerlo, Zoerle-Parwijs";
"Région flamande";"Wetteren";"Wetteren";"Commune";"Flandre-Orientale";"36,68";"23 551";642;"Wetteren, Massemen, Westrem";
"Région flamande";"Wevelgem";"Wevelgem";"Commune";"Flandre-Occidentale";"38,76";"30 975";799;"Gullegem, Moorsele";
"Région flamande";"Wezembeek-Oppem";"Wezembeek-Oppem";"Commune";"Brabant flamand";"6,82";"13 682";"2 006";"Wezembeek-Oppem";
"Région flamande";"Wichelen";"Wichelen";"Commune";"Flandre-Orientale";"22,87";"11 242";492;"Wichelen, Schellebelle, Serskamp";
"Région flamande";"Wielsbeke";"Wielsbeke";"Commune";"Flandre-Occidentale";"21,76";"9 152";421;"Wielsbeke, Ooigem, Sint-Baafs-Vijve";
"Région flamande";"Wijnegem";"Wijnegem";"Commune";"Anvers";"7,86";"8 984";"1 143";"Wijnegem";
"Région flamande";"Willebroek";"Willebroek";"Commune";"Anvers";"27,41";"24 204";883;"Willebroek, Blaasveld, Heindonk, Tisselt";
"Région flamande";"Wingene";"Wingene";"Commune";"Flandre-Occidentale";"68,42";"13 688";200;"Wingene, Zwevezele";
"Région flamande";"Wommelgem";"Wommelgem";"Commune";"Anvers";"13,01";"12 334";948;"Wommelgem";
"Région flamande";"Wortegem-Petegem";"Wortegem-Petegem";"Commune";"Flandre-Orientale";"41,96";"6 264";149;"Elsegem, Moregem, Ooike, Petegem-aan-de-Schelde, Wortegem";
"Région flamande";"Wuustwezel";"Wuustwezel";"Commune";"Anvers";"89,43";"19 213";215;"Wuustwezel, Gooreind";
"Région flamande";"Ypres";"Ieper";"Ville";"Flandre-Occidentale";"130,61";"34 962";268;"Ypres, Boezinge, Brielen, Dikkebus, Elverdinge, Hollebeke, Sint-Jan, Vlamertinge, Voormezele,Zillebeke, Zuidschote";
"Région flamande";"Zandhoven";"Zandhoven";"Commune";"Anvers";"40,1";"12 387";309;"Zandhoven, Massenhoven";
"Région flamande";"Zaventem";"Zaventem";"Commune";"Brabant flamand";"27,62";"30 446";"1 102";"Zaventem, Nossegem, Woluwe-Saint-Étienne, Sterrebeek";
"Région flamande";"Zedelgem";"Zedelgem";"Commune";"Flandre-Occidentale";"60,34";"22 180";368;"Aartrijke, Loppem, Veldegem, Zedelgem";
"Région flamande";"Zele";"Zele";"Commune";"Flandre-Orientale";"33,06";"20 544";621;"Zele";
"Région flamande";"Zelzate";"Zelzate";"Commune";"Flandre-Orientale";"13,71";"12 494";911;"Zelzate";
"Région flamande";"Zemst";"Zemst";"Commune";"Brabant flamand";"42,85";"21 928";512;"Zemst, Eppegem, Elewijt";
"Région flamande";"Zingem";"Zingem";"Commune";"Flandre-Orientale";"23,94";"7 130";298;"Zingem, Huise, Auwegem";
"Région flamande";"Zoersel";"Zoersel";"Commune";"Anvers";"38,65";"21 265";550;"Zoersel, Sint-Antonius, Halle";
"Région flamande";"Zomergem";"Zomergem";"Commune";"Flandre-Orientale";"38,78";"8 172";211;"Zomergem, Oostwinkel, Ronsele";
"Région flamande";"Zonhoven";"Zonhoven";"Commune";"Limbourg";"39,34";"20 570";523;"Zonhoven";
"Région flamande";"Zonnebeke";"Zonnebeke";"Commune";"Flandre-Occidentale";"67,57";"12 192";180;"Zonnebeke, Beselare, Geluveld, Passendale, Zandvoorde";
"Région flamande";"Zottegem";"Zottegem";"Ville";"Flandre-Orientale";"56,66";"24 882";439;"Zottegem, Elene, Erwetegem, Godveerdegem, Grotenberge, Leeuwergem, Sint-Goriks-Oudenhove, Strijpen, Velzeke-Ruddershove, Oombergen, Sint-Maria-Oudenhove";
"Région flamande";"Zoutleeuw";"Zoutleeuw";"Ville";"Brabant flamand";"46,73";"8 195";175;"Zoutleeuw, Budingen, Dormaal, Halle-Booienhoven, Helen-Bos";
"Région flamande";"Zuienkerke";"Zuienkerke";"Commune";"Flandre-Occidentale";"48,86";"2 796";57;"Zuienkerke, Meetkerke, Houtave, Nieuwmunster";
"Région flamande";"Zulte";"Zulte";"Commune";"Flandre-Orientale";"32,52";"14 958";460;"Zulte, Machelen, Olsene";
"Région flamande";"Zutendaal";"Zutendaal";"Commune";"Limbourg";"32,07";"7 009";219;"Zutendaal";
"Région flamande";"Zwalm";"Zwalm";"Commune";"Flandre-Orientale";"33,82";"8 062";238;"Beerlegem, Dikkele, Hundelgem, Meilegem, Munkzwalm, Paulatem, Roborst, Rozebeke, Boucle-Saint-Blaise, Boucle-Saint-Denis, Sint-Maria-Latem, Nederzwalm-Hermelgem";
"Région flamande";"Zwevegem";"Zwevegem";"Commune";"Flandre-Occidentale";"63,24";"24 113";381;"Zwevegem, Heestert, Moen, Otegem, Sint-Denijs";
"Région flamande";"Zwijndrecht";"Zwijndrecht";"Commune";"Anvers";"17,82";"18 573";"1 042";"Zwijndrecht, Burcht";
